h,tau,error
0.03125,0.00012207,0.0209547
0.015625,0.00012207,0.0160795
0.0078125,0.00012207,0.0112429
0.00390625,0.00012207,0.0093664
0.00195312,0.00012207,0.00726044
0.000976562,0.00012207,0.00534872
0.000488281,0.00012207,0.00380357
