h,tau,error
0.125,0.125,0.115103
0.0625,0.0625,0.0957464
0.03125,0.03125,0.0732923
0.015625,0.015625,0.0530391
0.0078125,0.0078125,0.0363112
0.00390625,0.00390625,0.0236079
0.00195312,0.00195312,0.0145798
0.000976562,0.000976562,0.00856359
0.000488281,0.000488281,0.00480146
0.000244141,0.000244141,0.00258635
0.00012207,0.00012207,0.00135124
6.10352e-05,6.10352e-05,0.000691958
3.05176e-05,3.05176e-05,0.000350294
1.52588e-05,1.52588e-05,0.000176253
