h,tau,error
0.03125,0.00012207,0.0233763
0.015625,0.00012207,0.0186158
0.0078125,0.00012207,0.0132107
0.00390625,0.00012207,0.00938583
0.00195312,0.00012207,0.00741146
0.000976562,0.00012207,0.00552609
0.000488281,0.00012207,0.00396265
