h,tau,error
0.125,0.125,0.0438777
0.0625,0.0625,0.0209055
0.03125,0.03125,0.0112108
0.015625,0.015625,0.00500968
0.0078125,0.0078125,0.0017976
0.00390625,0.00390625,0.000537765
0.00195312,0.00195312,0.0001447
0.000976562,0.000976562,3.70856e-05
0.000488281,0.000488281,9.34006e-06
0.000244141,0.000244141,2.3396e-06
0.00012207,0.00012207,5.85202e-07
6.10352e-05,6.10352e-05,1.46321e-07
3.05176e-05,3.05176e-05,3.65818e-08
1.52588e-05,1.52588e-05,9.14556e-09
