h,tau,error
0.125,0.125,0.0351341
0.0625,0.0625,0.0174137
0.03125,0.03125,0.00907095
0.015625,0.015625,0.00390425
0.0078125,0.0078125,0.00133531
0.00390625,0.00390625,0.000387617
0.00195312,0.00195312,0.00010265
0.000976562,0.000976562,2.61553e-05
0.000488281,0.000488281,6.57451e-06
0.000244141,0.000244141,1.64601e-06
0.00012207,0.00012207,4.11665e-07
6.10352e-05,6.10352e-05,1.02928e-07
3.05176e-05,3.05176e-05,2.5733e-08
1.52588e-05,1.52588e-05,6.43333e-09
