h,tau,error
0.125,1.52588e-05,0.334756
0.0625,1.52588e-05,0.343288
0.03125,1.52588e-05,0.343973
0.015625,1.52588e-05,0.34339
0.0078125,1.52588e-05,0.343097
0.00390625,1.52588e-05,0.343003
0.00195312,1.52588e-05,0.342696
0.000976562,1.52588e-05,0.341743
0.000488281,1.52588e-05,0.339524
0.000244141,1.52588e-05,0.334661
0.00012207,1.52588e-05,0.323648
6.10352e-05,1.52588e-05,0.296415
