h,tau,error
0.125,1.52588e-05,0.0244262
0.0625,1.52588e-05,0.0582767
0.03125,1.52588e-05,0.079148
0.015625,1.52588e-05,0.0899
0.0078125,1.52588e-05,0.09536
0.00390625,1.52588e-05,0.0979955
0.00195312,1.52588e-05,0.0988878
0.000976562,1.52588e-05,0.0984224
0.000488281,1.52588e-05,0.0964029
0.000244141,1.52588e-05,0.0919484
0.00012207,1.52588e-05,0.0831973
6.10352e-05,1.52588e-05,0.0669276
