0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.101701,0.0953186,0.0889325,0.0825593,0.0762177,0.0699285,0.0637151,0.0576034,0.0516221,0.0458027,0.0401794,0.034789,0.0296703,0.0248637,0.0204103,0.0163499,0.0127197,0.00955132,0.00686738,0.00467783,0.00297552,0.0017324,0.000897083,0.000395924,0.000139401,3.51316e-05,5.2351e-06,3.18321e-07,3.45286e-09,6.70973e-13,1.50023e-22,2.07825e-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108059,0.101697,0.0953178,0.0889357,0.0825672,0.0762308,0.0699474,0.0637405,0.057636,0.0516625,0.0458517,0.0402376,0.0348569,0.0297483,0.024952,0.0205085,0.0164574,0.0128352,0.00967243,0.00699098,0.00479964,0.00309032,0.00183435,0.000980622,0.000457083,0.000177464,5.37248e-05,1.148e-05,1.4688e-06,8.13068e-08,8.63551e-10,1.67743e-13,3.75057e-23,5.19562e-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11438,0.108051,0.101693,0.0953171,0.0889391,0.0825752,0.0762441,0.0699665,0.0637661,0.0576687,0.0517032,0.0459009,0.040296,0.0349249,0.0298264,0.0250402,0.0206066,0.0165647,0.0129501,0.00979275,0.00711351,0.00492014,0.00320366,0.00193491,0.00106317,0.000518063,0.000216434,7.40985e-05,1.95384e-05,3.62473e-06,4.08069e-07,2.07585e-08,2.15972e-10,4.19358e-14,9.37641e-24,1.2989e-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120655,0.114369,0.108044,0.101688,0.0953164,0.0889426,0.0825834,0.0762575,0.0699858,0.0637919,0.0577017,0.051744,0.0459502,0.0403544,0.0349931,0.0299045,0.0251284,0.0207045,0.0166715,0.0130644,0.00991227,0.00723498,0.00503936,0.00331559,0.00203416,0.00114483,0.000578932,0.000256257,9.60424e-05,2.92e-05,6.79899e-06,1.11541e-06,1.12451e-07,5.29763e-09,5.40139e-11,1.04839e-14,2.3441e-24,3.24726e-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126875,0.120642,0.114359,0.108036,0.101684,0.095316,0.0889463,0.0825917,0.076271,0.0700052,0.0638178,0.0577348,0.051785,0.0459997,0.040413,0.0350613,0.0299826,0.0252164,0.0208022,0.016778,0.0131781,0.010031,0.0073554,0.00515732,0.00342618,0.00213219,0.00122569,0.000639737,0.000296872,0.000119386,4.03103e-05,1.09783e-05,2.28556e-06,3.36401e-07,3.07749e-08,1.35142e-09,1.35087e-11,2.62099e-15,5.86026e-25,8.11815e-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133033,0.12686,0.12063,0.114349,0.108029,0.10168,0.0953156,0.0889501,0.0826002,0.0762848,0.0700248,0.0638439,0.0577681,0.0518261,0.0460494,0.0404718,0.0351295,0.0300607,0.0253044,0.0208997,0.0168841,0.0132913,0.0101489,0.00747477,0.00527405,0.00353546,0.00222906,0.00130582,0.000700509,0.000338217,0.000143988,5.27461e-05,1.61381e-05,3.97147e-06,7.47285e-07,9.98257e-08,8.37282e-09,3.44609e-10,3.37849e-12,6.55247e-16,1.46506e-25,2.02954e-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.139122,0.133017,0.126846,0.120617,0.114339,0.108022,0.101676,0.0953153,0.088954,0.0826088,0.0762986,0.0700446,0.0638702,0.0578016,0.0518674,0.0460992,0.0405306,0.0351979,0.0301389,0.0253923,0.020997,0.0169898,0.0134039,0.010266,0.00759312,0.00538959,0.00364351,0.00232485,0.0013853,0.000761265,0.000380233,0.000169735,6.64047e-05,2.22485e-05,6.20709e-06,1.39147e-06,2.38827e-07,2.9229e-08,2.26635e-09,8.78417e-11,8.4495e-13,1.63812e-16,3.66266e-26,5.07385e-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.145136,0.139104,0.133,0.126831,0.120605,0.114329,0.108015,0.101672,0.0953152,0.088958,0.0826176,0.0763127,0.0700645,0.0638966,0.0578352,0.0519089,0.0461491,0.0405896,0.0352663,0.030217,0.0254801,0.021094,0.0170951,0.0135159,0.0103822,0.00771044,0.00550395,0.00375036,0.00241963,0.00146418,0.000822016,0.000422866,0.000196527,8.11982e-05,2.92772e-05,9.01353e-06,2.30721e-06,4.74587e-07,7.48879e-08,8.46238e-09,6.10721e-10,2.23829e-11,2.11319e-13,4.09529e-17,9.15665e-27,1.26846e-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151072,0.145117,0.139086,0.132984,0.126817,0.120593,0.11432,0.108008,0.101669,0.0953152,0.0889622,0.0826265,0.0763268,0.0700846,0.0639232,0.057869,0.0519505,0.0461992,0.0406486,0.0353348,0.0302951,0.0255678,0.0211908,0.0172,0.0136273,0.0104977,0.00782677,0.00561718,0.00385608,0.00251345,0.0015425,0.00088277,0.000466069,0.00022428,9.70501e-05,3.71915e-05,1.24029e-05,3.52564e-06,8.32819e-07,1.58206e-07,2.31059e-08,2.42655e-09,1.63924e-10,5.7014e-12,5.28503e-14,1.02382e-17,2.28916e-27,3.17115e-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156924,0.151051,0.145098,0.139068,0.132968,0.126803,0.12058,0.11431,0.108001,0.101665,0.0953153,0.0889665,0.0826355,0.0763412,0.0701048,0.06395,0.0579029,0.0519923,0.0462494,0.0407078,0.0354033,0.0303732,0.0256554,0.0212874,0.0173045,0.0137381,0.0106124,0.0079421,0.0057293,0.0039607,0.00260637,0.00162031,0.000943528,0.000509797,0.00025292,0.000113893,4.5959e-05,1.63807e-05,5.07174e-06,1.33737e-06,2.93084e-07,5.17112e-08,7.03072e-09,6.90026e-10,4.3845e-11,1.45178e-12,1.32177e-14,2.55956e-18,5.72291e-28,7.92788e-115,0,0,0,0,0,0,0,0,0,0,0,0,0
