0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.503115,0.151454,0.00179288,9.10838e-10,8.70577e-30,8.28217e-93,3.36838e-291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
0.711512,0.48419,0.132782,0.00117716,2.46736e-10,1.60553e-31,4.44797e-98,4.44945e-307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
0.871421,0.693579,0.460983,0.110641,0.000644748,3.68784e-11,4.28959e-34,4.45556e-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.00623,0.856016,0.675357,0.435656,0.08872,0.0003092,3.56863e-12,2.83349e-37,5.0013e-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.125,0.992785,0.840839,0.656758,0.407955,0.0685013,0.000131054,2.32528e-13,5.3745e-41,1.08444e-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.23238,1.11292,0.979436,0.825488,0.637612,0.3779,0.0508451,4.89938e-05,1.01711e-14,2.92077e-45,4.59647e-141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.33112,1.22127,1.1008,0.965918,0.809836,0.61795,0.345693,0.0361611,1.60126e-05,2.91048e-16,4.21006e-50,3.03001e-156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.42302,1.32078,1.21011,1.08856,0.952178,0.793847,0.597778,0.311697,0.0245367,4.51909e-06,5.25339e-18,1.44062e-55,2.22524e-173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.50935,1.41331,1.31039,1.19886,1.07616,0.938196,0.777469,0.577026,0.276473,0.0158081,1.08562e-06,5.73111e-20,1.0255e-61,1.21592e-192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.59099,1.50017,1.40357,1.29995,1.18751,1.06361,0.923951,0.760636,0.555548,0.240771,0.00961991,2.18464e-07,3.59989e-22,1.3037e-68,3.0734e-214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.66864,1.58227,1.49097,1.39379,1.28944,1.17607,1.05091,0.909431,0.743295,0.533134,0.205465,0.0054982,3.61687e-08,1.23144e-24,2.47768e-76,2.04723e-238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.74284,1.66033,1.57354,1.48174,1.38396,1.27885,1.16452,1.03804,0.894637,0.725408,0.509527,0.171455,0.00293261,4.82507e-09,2.14913e-27,5.70365e-85,1.8366e-265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.81401,1.73487,1.65198,1.56476,1.47246,1.37406,1.26819,1.15286,1.02501,0.879583,0.706963,0.484445,0.139578,0.00144886,5.06087e-10,1.77062e-30,1.23819e-94,9.98428e-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.88249,1.80634,1.72687,1.64361,1.55595,1.46312,1.36409,1.25743,1.14108,1.01184,0.864285,0.687975,0.457614,0.11054,0.000657141,4.05338e-11,6.28021e-34,1.88778e-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.94856,1.87509,1.79865,1.71885,1.6352,1.54708,1.45372,1.35404,1.24658,1.12919,0.998506,0.848756,0.668487,0.428805,0.0848775,0.000270728,2.39547e-12,8.61267e-38,1.44031e-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.01246,1.94141,1.86767,1.79093,1.71079,1.62674,1.53817,1.44426,1.34392,1.23563,1.11717,0.985005,0.832998,0.648551,0.397884,0.0629349,0.000100058,1.00444e-13,4.04308e-42,3.76782e-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.0744,2.00553,1.93424,1.86023,1.78319,1.7027,1.61825,1.52921,1.43474,1.33372,1.22457,1.105,0.971317,0.816995,0.628212,0.364869,0.0448562,3.27129e-05,2.86159e-15,5.68324e-47,2.2434e-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
