h,tau,error
0.125,0.125,0.10339
0.0625,0.0625,0.0913076
0.03125,0.03125,0.0715926
0.015625,0.015625,0.0525378
0.0078125,0.0078125,0.0361658
0.00390625,0.00390625,0.0236021
0.00195312,0.00195312,0.0145908
0.000976562,0.000976562,0.00857177
0.000488281,0.000488281,0.00480463
0.000244141,0.000244141,0.00258723
0.00012207,0.00012207,0.00135142
6.10352e-05,6.10352e-05,0.000691986
3.05176e-05,3.05176e-05,0.000350298
1.52588e-05,1.52588e-05,0.000176254
