h,tau,error
0.125,0.125,0.0899428
0.0625,0.0625,0.0737432
0.03125,0.03125,0.0551642
0.015625,0.015625,0.0386721
0.0078125,0.0078125,0.0255389
0.00390625,0.00390625,0.0159773
0.00195312,0.00195312,0.0094898
0.000976562,0.000976562,0.00537373
0.000488281,0.000488281,0.00291906
0.000244141,0.000244141,0.00153472
0.00012207,0.00012207,0.000789112
6.10352e-05,6.10352e-05,0.0004004
3.05176e-05,3.05176e-05,0.000201712
1.52588e-05,1.52588e-05,0.00010124
