h,tau,error
0.125,1.52588e-05,0.0138675
0.0625,1.52588e-05,0.0524585
0.03125,1.52588e-05,0.0764925
0.015625,1.52588e-05,0.0888388
0.0078125,1.52588e-05,0.0949169
0.00390625,1.52588e-05,0.0977172
0.00195312,1.52588e-05,0.0986528
0.000976562,1.52588e-05,0.0982154
0.000488281,1.52588e-05,0.0962304
0.000244141,1.52588e-05,0.0918168
0.00012207,1.52588e-05,0.0831072
6.10352e-05,1.52588e-05,0.0668746
