h,tau,error
0.125,0.125,0.11913
0.0625,0.0625,0.0746832
0.03125,0.03125,0.0483374
0.015625,0.015625,0.0330707
0.0078125,0.0078125,0.0213581
0.00390625,0.00390625,0.0130707
0.00195312,0.00195312,0.00759756
0.000976562,0.000976562,0.0042144
0.000488281,0.000488281,0.00224895
0.000244141,0.000244141,0.00116697
0.00012207,0.00012207,0.000595089
6.10352e-05,6.10352e-05,0.000300561
3.05176e-05,3.05176e-05,0.000151048
1.52588e-05,1.52588e-05,7.57173e-05
