h,tau,error
0.125,0.125,0.0713202
0.0625,0.0625,0.0561521
0.03125,0.03125,0.0404398
0.015625,0.015625,0.0272167
0.0078125,0.0078125,0.0172529
0.00390625,0.00390625,0.0103619
0.00195312,0.00195312,0.00592436
0.000976562,0.000976562,0.0032444
0.000488281,0.000488281,0.0017163
0.000244141,0.000244141,0.000886043
0.00012207,0.00012207,0.000450633
6.10352e-05,6.10352e-05,0.000227302
3.05176e-05,3.05176e-05,0.000114157
1.52588e-05,1.52588e-05,5.72065e-05
