h,tau,error
0.125,1.52588e-05,0.344154
0.0625,1.52588e-05,0.344154
0.03125,1.52588e-05,0.344154
0.015625,1.52588e-05,0.346932
0.0078125,1.52588e-05,0.357793
0.00390625,1.52588e-05,0.362934
0.00195312,1.52588e-05,0.365431
0.000976562,1.52588e-05,0.366661
0.000488281,1.52588e-05,0.367272
0.000244141,1.52588e-05,0.367576
0.00012207,1.52588e-05,0.367728
6.10352e-05,1.52588e-05,0.367804
