h,tau,error
0.125,0.125,0.0425562
0.0625,0.0625,0.0208109
0.03125,0.03125,0.009026
0.015625,0.015625,0.0030328
0.0078125,0.0078125,0.000955054
0.00390625,0.00390625,0.000287776
0.00195312,0.00195312,7.48776e-05
0.000976562,0.000976562,1.83912e-05
0.000488281,0.000488281,4.58152e-06
0.000244141,0.000244141,1.14457e-06
0.00012207,0.00012207,2.86114e-07
6.10352e-05,6.10352e-05,7.15294e-08
3.05176e-05,3.05176e-05,1.78827e-08
1.52588e-05,1.52588e-05,4.47075e-09
