h,tau,error
0.125,0.125,0.0497468
0.0625,0.0625,0.0264332
0.03125,0.03125,0.0135073
0.015625,0.015625,0.00597347
0.0078125,0.0078125,0.0021218
0.00390625,0.00390625,0.000633951
0.00195312,0.00195312,0.000170526
0.000976562,0.000976562,4.37563e-05
0.000488281,0.000488281,1.10262e-05
0.000244141,0.000244141,2.76249e-06
0.00012207,0.00012207,6.91009e-07
6.10352e-05,6.10352e-05,1.72777e-07
3.05176e-05,3.05176e-05,4.31957e-08
1.52588e-05,1.52588e-05,1.0799e-08
