h,tau,error
0.125,1.52588e-05,0.0563267
0.0625,1.52588e-05,0.0288825
0.03125,1.52588e-05,0.0149004
0.015625,1.52588e-05,0.00654476
0.0078125,1.52588e-05,0.00235519
0.00390625,1.52588e-05,0.000708885
0.00195312,1.52588e-05,0.000191751
0.000976562,1.52588e-05,4.93201e-05
0.000488281,1.52588e-05,1.24371e-05
0.000244141,1.52588e-05,3.11409e-06
0.00012207,1.52588e-05,7.76407e-07
6.10352e-05,1.52588e-05,1.91689e-07
