h,tau,error
0.125,1.52588e-05,0.0421832
0.0625,1.52588e-05,0.0240883
0.03125,1.52588e-05,0.0122524
0.015625,1.52588e-05,0.00515343
0.0078125,1.52588e-05,0.00176088
0.00390625,1.52588e-05,0.000512297
0.00195312,1.52588e-05,0.000136237
0.000976562,1.52588e-05,3.48004e-05
0.000488281,1.52588e-05,8.75504e-06
0.000244141,1.52588e-05,2.19052e-06
0.00012207,1.52588e-05,5.45951e-07
6.10352e-05,1.52588e-05,1.34739e-07
