h,tau,error
0.125,0.125,0.0490482
0.0625,0.0625,0.0259219
0.03125,0.03125,0.0120589
0.015625,0.015625,0.00445455
0.0078125,0.0078125,0.0013759
0.00390625,0.00390625,0.000440331
0.00195312,0.00195312,0.000120114
0.000976562,0.000976562,2.96903e-05
0.000488281,0.000488281,7.36753e-06
0.000244141,0.000244141,1.83929e-06
0.00012207,0.00012207,4.59686e-07
6.10352e-05,6.10352e-05,1.14916e-07
3.05176e-05,3.05176e-05,2.87289e-08
1.52588e-05,1.52588e-05,7.18225e-09
