h,tau,error
0.125,0.125,0.0366201
0.0625,0.0625,0.0206188
0.03125,0.03125,0.0101722
0.015625,0.015625,0.00416083
0.0078125,0.0078125,0.00136635
0.00390625,0.00390625,0.000388378
0.00195312,0.00195312,0.000102112
0.000976562,0.000976562,2.59607e-05
0.000488281,0.000488281,6.52312e-06
0.000244141,0.000244141,1.63312e-06
0.00012207,0.00012207,4.08452e-07
6.10352e-05,6.10352e-05,1.02126e-07
3.05176e-05,3.05176e-05,2.55328e-08
1.52588e-05,1.52588e-05,6.3833e-09
