h,tau,error
0.125,0.125,0.0154904
0.0625,0.0625,0.00687748
0.03125,0.03125,0.00263257
0.015625,0.015625,0.000865336
0.0078125,0.0078125,0.000241322
0.00390625,0.00390625,6.29162e-05
0.00195312,0.00195312,1.59954e-05
0.000976562,0.000976562,4.02603e-06
0.000488281,0.000488281,1.0099e-06
0.000244141,0.000244141,2.52843e-07
0.00012207,0.00012207,6.32541e-08
6.10352e-05,6.10352e-05,1.58189e-08
3.05176e-05,3.05176e-05,3.95538e-09
1.52588e-05,1.52588e-05,9.88926e-10
