h,tau,error
0.125,1.52588e-05,0.0472529
0.0625,1.52588e-05,0.0249721
0.03125,1.52588e-05,0.0111801
0.015625,1.52588e-05,0.00397711
0.0078125,1.52588e-05,0.00117482
0.00390625,1.52588e-05,0.000368106
0.00195312,1.52588e-05,9.86196e-05
0.000976562,1.52588e-05,2.42895e-05
0.000488281,1.52588e-05,6.04122e-06
0.000244141,1.52588e-05,1.50849e-06
0.00012207,1.52588e-05,3.76332e-07
6.10352e-05,1.52588e-05,9.3148e-08
