h,tau,error
0.125,1.52588e-05,0.0351575
0.0625,1.52588e-05,0.0190648
0.03125,1.52588e-05,0.00892206
0.015625,1.52588e-05,0.00344645
0.0078125,1.52588e-05,0.00109563
0.00390625,1.52588e-05,0.000305402
0.00195312,1.52588e-05,7.96278e-05
0.000976562,1.52588e-05,2.01897e-05
0.000488281,1.52588e-05,5.06765e-06
0.000244141,1.52588e-05,1.26717e-06
0.00012207,1.52588e-05,3.15763e-07
6.10352e-05,1.52588e-05,7.79187e-08
