h,tau,error
0.125,0.125,0.050851
0.0625,0.0625,0.0237444
0.03125,0.03125,0.0124119
0.015625,0.015625,0.00533132
0.0078125,0.0078125,0.00185004
0.00390625,0.00390625,0.000541496
0.00195312,0.00195312,0.000144324
0.000976562,0.000976562,3.69021e-05
0.000488281,0.000488281,9.28874e-06
0.000244141,0.000244141,2.32666e-06
0.00012207,0.00012207,5.81972e-07
6.10352e-05,6.10352e-05,1.45515e-07
3.05176e-05,3.05176e-05,3.63804e-08
1.52588e-05,1.52588e-05,9.09526e-09
