x,y
71.9,-1.10587e-11
72,-8.65738e-12
72.1,-6.19385e-12
72.2,-3.69326e-12
72.3,-1.18082e-12
72.4,1.31835e-12
72.5,3.77955e-12
72.6,6.17868e-12
72.7,8.49252e-12
72.8,1.06989e-11
72.9,1.2777e-11
73,1.47073e-11
73.1,1.64722e-11
73.2,1.80558e-11
73.3,1.94442e-11
73.4,2.06254e-11
73.5,2.15898e-11
73.6,2.233e-11
73.7,2.28408e-11
73.8,2.31194e-11
73.9,2.31654e-11
74,2.29807e-11
74.1,2.25693e-11
74.2,2.19376e-11
74.3,2.10941e-11
74.4,2.00493e-11
74.5,1.88156e-11
74.6,1.7407e-11
74.7,1.58394e-11
74.8,1.413e-11
74.9,1.22971e-11
75,1.03601e-11
75.1,8.33948e-12
75.2,6.25602e-12
75.3,4.13109e-12
75.4,1.98623e-12
75.5,-1.57039e-13
75.6,-2.27742e-12
75.7,-4.35405e-12
75.8,-6.36674e-12
75.9,-8.29611e-12
76,-1.01238e-11
76.1,-1.18326e-11
76.2,-1.34069e-11
76.3,-1.48321e-11
76.4,-1.60957e-11
76.5,-1.71867e-11
76.6,-1.8096e-11
76.7,-1.88164e-11
76.8,-1.93425e-11
76.9,-1.96711e-11
77,-1.98008e-11
77.1,-1.97324e-11
77.2,-1.94685e-11
77.3,-1.90136e-11
77.4,-1.83743e-11
77.5,-1.75586e-11
77.6,-1.65765e-11
77.7,-1.54394e-11
77.8,-1.416e-11
77.9,-1.27527e-11
78,-1.12325e-11
78.1,-9.61584e-12
78.2,-7.91963e-12
78.3,-6.16156e-12
78.4,-4.35973e-12
78.5,-2.53248e-12
78.6,-6.98238e-13
78.7,1.1247e-12
78.8,2.91831e-12
78.9,4.66506e-12
79,6.34806e-12
79.1,7.95119e-12
79.2,9.45933e-12
79.3,1.08584e-11
79.4,1.21356e-11
79.5,1.32795e-11
79.6,1.42799e-11
79.7,1.51284e-11
79.8,1.58181e-11
79.9,1.63437e-11
80,1.67015e-11
80.1,1.68897e-11
80.2,1.69082e-11
80.3,1.67583e-11
80.4,1.64434e-11
80.5,1.59681e-11
80.6,1.53387e-11
80.7,1.45632e-11
80.8,1.36506e-11
80.9,1.26113e-11
81,1.1457e-11
81.1,1.02003e-11
81.2,8.85466e-12
81.3,7.43439e-12
81.4,5.95434e-12
81.5,4.42982e-12
81.6,2.87644e-12
81.7,1.30991e-12
81.8,-2.54059e-13
81.9,-1.79994e-12
82,-3.31254e-12
82.1,-4.77716e-12
82.2,-6.17971e-12
82.3,-7.50686e-12
82.4,-8.74618e-12
82.5,-9.88622e-12
82.6,-1.09166e-11
82.7,-1.18282e-11
82.8,-1.26132e-11
82.9,-1.32649e-11
83,-1.37783e-11
83.1,-1.41496e-11
83.2,-1.43765e-11
83.3,-1.44583e-11
83.4,-1.43954e-11
83.5,-1.41901e-11
83.6,-1.38458e-11
83.7,-1.33672e-11
83.8,-1.27605e-11
83.9,-1.2033e-11
84,-1.1193e-11
84.1,-1.02502e-11
84.2,-9.21482e-12
84.3,-8.09814e-12
84.4,-6.91206e-12
84.5,-5.66906e-12
84.6,-4.38207e-12
84.7,-3.06431e-12
84.8,-1.72921e-12
84.9,-3.90195e-13
85,9.39374e-13
85.1,2.24637e-12
85.2,3.51804e-12
85.3,4.74207e-12
85.4,5.90678e-12
85.5,7.00117e-12
85.6,8.01507e-12
85.7,8.9392e-12
85.8,9.76526e-12
