h,tau,error
0.125,0.125,0.0662808
0.0625,0.0625,0.0488203
0.03125,0.03125,0.0337304
0.015625,0.015625,0.0220362
0.0078125,0.0078125,0.0135578
0.00390625,0.00390625,0.00791733
0.00195312,0.00195312,0.00441011
0.000976562,0.000976562,0.0023613
0.000488281,0.000488281,0.00122822
0.000244141,0.000244141,0.000627241
0.00012207,0.00012207,0.000317056
6.10352e-05,6.10352e-05,0.000159405
3.05176e-05,3.05176e-05,7.99241e-05
1.52588e-05,1.52588e-05,4.00177e-05
