h,tau,error
0.125,0.125,0.0778957
0.0625,0.0625,0.0580726
0.03125,0.03125,0.0409443
0.015625,0.015625,0.0271863
0.0078125,0.0078125,0.0170721
0.00390625,0.00390625,0.0101803
0.00195312,0.00195312,0.00578199
0.000976562,0.000976562,0.00314673
0.000488281,0.000488281,0.00165591
0.000244141,0.000244141,0.0008517
0.00012207,0.00012207,0.000432194
6.10352e-05,6.10352e-05,0.000217732
3.05176e-05,3.05176e-05,0.000109281
1.52588e-05,1.52588e-05,5.47447e-05
