h,tau,error
0.125,1.52588e-05,0.0845591
0.0625,1.52588e-05,0.0637192
0.03125,1.52588e-05,0.0453128
0.015625,1.52588e-05,0.030503
0.0078125,1.52588e-05,0.0194695
0.00390625,1.52588e-05,0.0118
0.00195312,1.52588e-05,0.00680458
0.000976562,1.52588e-05,0.00374645
0.000488281,1.52588e-05,0.0019801
0.000244141,1.52588e-05,0.0010105
0.00012207,1.52588e-05,0.000498582
6.10352e-05,1.52588e-05,0.000235021
