0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.875,0.87625,0.8775,0.87875,0.88,0.88125,0.8825,0.88375,0.885,0.88625,0.8875,0.88875,0.89,0.89125,0.8925,0.89375,0.895,0.89625,0.8975,0.89875,0.9,0.90125,0.9025,0.90375,0.905,0.90625,0.9075,0.90875,0.91,0.91125,0.9125,0.91375,0.915,0.91625,0.9175,0.91875,0.92,0.92125,0.9225,0.92375,0.925,0.92625,0.9275,0.92875,0.93,0.93125,0.9325,0.93375,0.935,0.93625,0.9375,0.93875,0.94,0.94125,0.9425,0.94375,0.945,0.94625,0.9475,0.94875,0.95,0.95125,0.9525,0.95375,0.955,0.95625,0.9575,0.95875,0.96,0.96125,0.9625,0.96375,0.965,0.96625,0.9675,0.96875,0.97,0.97125,0.9725,0.97375,0.975,0.97625,0.9775,0.97875,0.98,0.98125,0.9825,0.98375,0.985,0.98625,0.9875,0.98875,0.99,0.99125,0.9925,0.99375,0.995,0.99625,0.9975,0.99875,1
