0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256
1.59099,1.54616,1.5,1.45237,1.40312,1.35209,1.29904,1.24374,1.18587,1.12502,1.06068,0.992191,0.91861,0.838602,0.750118,0.649713,0.530712,0.376297,0.0969419,4.31237e-09,5.25003e-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.63028,1.58656,1.54161,1.49531,1.44752,1.3981,1.34688,1.29362,1.23808,1.17992,1.11875,1.05404,0.985084,0.910929,0.830183,0.740699,0.638821,0.517306,0.357048,0.0622202,3.34416e-11,2.36996e-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.66864,1.62596,1.58213,1.53704,1.4906,1.44266,1.39307,1.34165,1.28818,1.23239,1.17395,1.11245,1.04735,0.977924,0.903182,0.821677,0.731157,0.627745,0.50359,0.336703,0.0349876,7.69753e-14,1.89868e-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.70615,1.66443,1.62163,1.57768,1.53246,1.48587,1.43778,1.38801,1.3364,1.28271,1.22667,1.16795,1.10612,1.04062,0.970712,0.895369,0.813081,0.721484,0.616464,0.48952,0.315418,0.0166027,3.81499e-17,1.50519e-152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.74284,1.70202,1.6602,1.61729,1.57321,1.52787,1.48113,1.43288,1.38294,1.33113,1.27722,1.22093,1.16192,1.09974,1.03384,0.963446,0.887487,0.804394,0.711679,0.604959,0.475005,0.293123,0.00635734,2.78712e-21,3.93526e-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.77878,1.7388,1.69789,1.65596,1.61294,1.56874,1.52326,1.47638,1.42796,1.37785,1.32584,1.2717,1.21516,1.15585,1.09334,1.02702,0.956125,0.879535,0.795613,0.70174,0.593227,0.459964,0.26915,0.00186997,1.94113e-26,6.6742e-237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.81401,1.77482,1.73476,1.69374,1.6517,1.60857,1.56425,1.51864,1.47161,1.42303,1.37273,1.32052,1.26616,1.20936,1.14975,1.08689,1.02016,0.948747,0.87151,0.786736,0.691664,0.581274,0.444388,0.242284,0.000398156,7.44262e-33,5.10587e-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.84856,1.81013,1.77086,1.7307,1.68958,1.64744,1.6042,1.55975,1.514,1.46683,1.41808,1.3676,1.31519,1.2606,1.20353,1.14363,1.0804,1.01324,0.941311,0.86341,0.777755,0.681439,0.569091,0.428323,0.21122,5.65845e-05,7.47134e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.88249,1.84476,1.80624,1.76688,1.72663,1.68542,1.64317,1.59981,1.55524,1.50935,1.46203,1.41312,1.36245,1.30983,1.25501,1.19768,1.13746,1.07388,1.00629,0.933816,0.855232,0.768668,0.671052,0.55664,0.411763,0.175426,4.8204e-06,7.50965e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.91581,1.87875,1.84094,1.80234,1.7629,1.72255,1.68124,1.63889,1.59541,1.55071,1.50469,1.45721,1.40813,1.35729,1.30446,1.2494,1.1918,1.13127,1.06731,0.999277,0.92626,0.846977,0.759472,0.660497,0.54388,0.394549,0.136259,2.16645e-07,2.43346e-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.94856,1.91213,1.875,1.83712,1.79844,1.75891,1.71847,1.67705,1.63459,1.59099,1.54617,1.50001,1.45238,1.40313,1.3521,1.29906,1.24376,1.18588,1.12504,1.06071,0.99222,0.918643,0.838641,0.750166,0.649772,0.53079,0.376415,0.0971942,4.44094e-09,6.87777e-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.98077,1.94495,1.90845,1.87125,1.83329,1.79452,1.75491,1.71437,1.67286,1.63028,1.58657,1.54162,1.49531,1.44753,1.39811,1.34689,1.29363,1.23809,1.17994,1.11877,1.05406,0.985112,0.910962,0.830222,0.740745,0.638879,0.517382,0.357167,0.0624196,3.46185e-11,3.25278e-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.01246,1.97721,1.94133,1.90476,1.86749,1.82945,1.7906,1.7509,1.71027,1.66865,1.62597,1.58213,1.53705,1.49061,1.44267,1.39308,1.34166,1.28819,1.2324,1.17397,1.11247,1.04737,0.977952,0.903214,0.821715,0.731202,0.627802,0.503665,0.336822,0.0351253,8.01917e-14,2.75847e-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.04366,2.00896,1.97365,1.9377,1.90107,1.86372,1.8256,1.78667,1.74688,1.70615,1.66443,1.62164,1.57768,1.53247,1.48588,1.43778,1.38802,1.33641,1.28272,1.22669,1.16797,1.10614,1.04064,0.970739,0.8954,0.813118,0.721529,0.61652,0.489594,0.315537,0.0166829,4.00508e-17,2.34286e-152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.0744,2.04022,2.00546,1.97009,1.93407,1.89737,1.85994,1.82175,1.78273,1.74285,1.70203,1.6602,1.6173,1.57322,1.52788,1.48114,1.43289,1.38295,1.33114,1.27723,1.22094,1.16193,1.09976,1.03387,0.963473,0.887518,0.80443,0.711722,0.605013,0.475079,0.293244,0.00639479,2.95272e-21,6.646e-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.10468,2.07101,2.03677,2.00195,1.96652,1.93043,1.89366,1.85616,1.81788,1.77878,1.73881,1.69789,1.65596,1.61294,1.56875,1.52327,1.47639,1.42797,1.37786,1.32585,1.27171,1.21517,1.15587,1.09336,1.02705,0.956151,0.879565,0.795649,0.701782,0.593281,0.460037,0.269277,0.00188329,2.07854e-26,1.24066e-236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.13454,2.10134,2.06761,2.03332,1.99844,1.96294,1.92679,1.88994,1.85237,1.81401,1.77483,1.73476,1.69374,1.65171,1.60858,1.56426,1.51865,1.47162,1.42304,1.37275,1.32054,1.26618,1.20937,1.14977,1.08691,1.02018,0.948773,0.87154,0.786771,0.691705,0.581327,0.44446,0.242423,0.000401572,8.07219e-33,1.06508e-294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.16398,2.13124,2.09799,2.0642,2.02986,1.99492,1.95935,1.92313,1.88622,1.84857,1.81013,1.77086,1.7307,1.68959,1.64745,1.6042,1.55976,1.51401,1.46684,1.41809,1.36762,1.3152,1.26061,1.20355,1.14364,1.08042,1.01327,0.941336,0.863439,0.77779,0.68148,0.569142,0.428395,0.211375,5.71706e-05,8.23141e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.19303,2.16073,2.12794,2.09464,2.0608,2.02639,1.99139,1.95576,1.91947,1.88249,1.84476,1.80624,1.76689,1.72664,1.68542,1.64318,1.59981,1.55524,1.50936,1.46204,1.41313,1.36247,1.30985,1.25502,1.19769,1.13748,1.0739,1.00631,0.93384,0.855261,0.768701,0.671093,0.556691,0.411834,0.175596,4.88079e-06,8.43302e-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.2217,2.18982,2.15747,2.12463,2.09128,2.05738,2.02292,1.98786,1.95216,1.91581,1.87875,1.84094,1.80235,1.7629,1.72256,1.68125,1.63889,1.59541,1.55072,1.5047,1.45722,1.40814,1.3573,1.30447,1.24941,1.19181,1.13128,1.06733,0.999299,0.926285,0.847005,0.759505,0.660537,0.54393,0.394621,0.13643,2.1992e-07,2.79544e-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
