0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2.61426,2.55992,2.50441,2.44763,2.38952,2.32995,2.26883,2.20602,2.14138,2.07473,2.00587,1.93458,1.86056,1.7835,1.70298,1.61847,1.52935,1.43475,1.33352,1.22407,1.10401,0.969512,0.813765,0.621939,0.346469,0.0398011,2.77185e-05,2.71999e-15,8.19553e-47,1.66047e-145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.66224,2.60889,2.55444,2.4988,2.4419,2.38365,2.32394,2.26266,2.19967,2.13484,2.06798,1.99889,1.92735,1.85305,1.77567,1.69477,1.60985,1.52022,1.42503,1.32307,1.2127,1.09141,0.955213,0.796837,0.600129,0.310491,0.0266926,7.65682e-06,4.66941e-17,2.36458e-52,7.23333e-163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.70936,2.65696,2.60351,2.54895,2.49319,2.43616,2.37777,2.31791,2.25646,2.1933,2.12828,2.06121,1.99189,1.92009,1.8455,1.76779,1.68653,1.60117,1.51104,1.41524,1.31254,1.20121,1.07867,0.940686,0.779539,0.577628,0.273666,0.0170041,1.80663e-06,4.88046e-19,1.46306e-58,2.5428e-182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.75568,2.70418,2.65168,2.59812,2.54344,2.48757,2.43041,2.37187,2.31186,2.25025,2.18692,2.1217,2.05442,1.98487,1.9128,1.83793,1.75989,1.67825,1.59245,1.5018,1.40538,1.30191,1.18961,1.06576,0.925919,0.761826,0.554278,0.236744,0.0102301,3.57604e-07,2.93842e-21,1.63541e-65,4.23715e-204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.80123,2.75058,2.69899,2.64639,2.59273,2.53793,2.48193,2.42464,2.36596,2.3058,2.24403,2.18052,2.1151,2.04761,1.97782,1.90549,1.83032,1.75195,1.66992,1.58368,1.49251,1.39545,1.2912,1.1779,1.05269,0.9109,0.743654,0.529877,0.200593,0.00577717,5.82349e-08,9.59525e-24,2.73107e-73,1.84251e-228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.84605,2.79622,2.74548,2.69379,2.64109,2.58731,2.5324,2.47628,2.41886,2.36004,2.29972,2.23779,2.17409,2.10848,2.04077,1.97075,1.89815,1.82268,1.74397,1.66155,1.57486,1.48316,1.38545,1.2804,1.16607,1.03947,0.895625,0.724992,0.504191,0.166103,0.00304205,7.63443e-09,1.58769e-26,5.48024e-82,1.04779e-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.89018,2.84112,2.79119,2.74037,2.68858,2.63577,2.58189,2.52687,2.47062,2.41306,2.3541,2.29363,2.23153,2.16765,2.10184,2.03391,1.96365,1.89078,1.81501,1.73595,1.65314,1.566,1.47375,1.37538,1.26952,1.15412,1.02607,0.880092,0.705821,0.476984,0.13409,0.00148226,7.85722e-10,1.22997e-29,1.02354e-91,3.45841e-286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.93364,2.88532,2.83617,2.78617,2.73524,2.68336,2.63045,2.57646,2.52132,2.46494,2.40725,2.34815,2.28752,2.22525,2.16119,2.09518,2.02703,1.95652,1.88338,1.80731,1.7279,1.64469,1.55708,1.46427,1.36524,1.25853,1.14205,1.01252,0.864302,0.686135,0.448045,0.105226,0.000662349,6.16291e-11,4.06443e-33,1.31767e-102,2.55975e-320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.97647,2.92885,2.88045,2.83123,2.78113,2.73011,2.67813,2.62512,2.57102,2.51576,2.45926,2.40143,2.34218,2.2814,2.21896,2.15471,2.0885,2.02013,1.94937,1.87596,1.79957,1.71981,1.63619,1.5481,1.45474,1.35502,1.24746,1.12986,0.998786,0.84825,0.665939,0.417228,0.0799944,0.00026855,3.55762e-12,5.13864e-37,8.25829e-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.01869,2.97175,2.92406,2.87558,2.82627,2.77608,2.72498,2.67289,2.61978,2.56556,2.51018,2.45356,2.39559,2.3362,2.27526,2.21264,2.14821,2.0818,2.0132,1.94219,1.8685,1.7918,1.71168,1.62765,1.53908,1.44514,1.34472,1.23628,1.11753,0.984875,0.831926,0.645233,0.384499,0.0586734,9.75688e-05,1.45168e-13,2.19541e-41,1.70268e-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.06033,3.01404,2.96703,2.91926,2.8707,2.8213,2.77103,2.71983,2.66764,2.61442,2.5601,2.5046,2.44784,2.38974,2.3302,2.2691,2.20631,2.14169,2.07507,2.00625,1.93499,1.86101,1.78399,1.70351,1.61906,1.53,1.43547,1.33434,1.225,1.10507,0.970771,0.815311,0.624001,0.349983,0.0413282,3.13151e-05,4.00222e-15,2.76164e-46,7.51947e-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.10141,3.05574,3.00938,2.9623,2.91445,2.86581,2.81633,2.76597,2.71467,2.66239,2.60906,2.55462,2.499,2.44212,2.38388,2.32419,2.26293,2.19997,2.13516,2.06832,1.99927,1.92775,1.85349,1.77615,1.6953,1.61043,1.52087,1.42574,1.32388,1.21361,1.09246,0.956458,0.798372,0.602189,0.314009,0.0278124,8.74012e-06,7.09806e-17,8.81225e-52,4.49244e-161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.14195,3.09688,3.05115,3.00472,2.95756,2.90964,2.86091,2.81135,2.76089,2.7095,2.65712,2.60368,2.54913,2.49339,2.43638,2.378,2.31816,2.25674,2.1936,2.1286,2.06156,1.99227,1.92049,1.84595,1.76828,1.68705,1.60175,1.51168,1.41594,1.31333,1.20211,1.0797,0.941919,0.781067,0.579698,0.277125,0.017784,2.08566e-06,7.68679e-19,6.08406e-58,2.22542e-180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.18198,3.13748,3.09235,3.04654,3.00004,2.95281,2.90481,2.85601,2.80636,2.75581,2.70432,2.65184,2.5983,2.54363,2.48777,2.43062,2.37211,2.31211,2.25053,2.18721,2.12202,2.05476,1.98524,1.91321,1.83837,1.76036,1.67877,1.59302,1.50243,1.40608,1.3027,1.1905,1.06679,0.927141,0.763351,0.556374,0.240072,0.0107427,4.17931e-07,4.80943e-21,7.65985e-65,5.38001e-202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.22151,3.17757,3.13301,3.08781,3.04194,2.99536,2.94806,2.89998,2.85109,2.80136,2.75072,2.69914,2.64655,2.5929,2.53812,2.48213,2.42486,2.3662,2.30605,2.2443,2.18081,2.11542,2.04795,1.97819,1.90589,1.83076,1.75242,1.67044,1.58425,1.49313,1.39614,1.29198,1.17877,1.05371,0.912113,0.74518,0.532016,0.203718,0.00609314,6.89714e-08,1.63731e-23,1.45592e-72,3.50917e-226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.26056,3.21715,3.17315,3.12853,3.08326,3.03732,2.99068,2.9433,2.89514,2.84617,2.79635,2.74562,2.69394,2.64125,2.58749,2.5326,2.47649,2.41908,2.36028,2.29998,2.23806,2.17439,2.1088,2.04111,1.97111,1.89855,1.82311,1.74444,1.66206,1.57542,1.48377,1.38614,1.28117,1.16693,1.04047,0.896829,0.72652,0.506391,0.168962,0.00322353,9.17399e-09,2.83502e-26,3.36639e-81,3.11424e-253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.29915,3.25625,3.21278,3.16872,3.12404,3.07871,3.0327,2.98598,2.93853,2.89029,2.84124,2.79133,2.74051,2.68873,2.63594,2.58207,2.52706,2.47083,2.41328,2.35434,2.29389,2.2318,2.16795,2.10216,2.03425,1.96401,1.89118,1.81544,1.73642,1.65365,1.56655,1.47435,1.37606,1.27027,1.15498,1.02707,0.881288,0.707352,0.479261,0.136634,0.00157872,9.59311e-10,2.30853e-29,7.35236e-91,1.68159e-283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.33729,3.29489,3.25194,3.20841,3.16429,3.11954,3.07415,3.02807,2.98128,2.93375,2.88544,2.8363,2.78631,2.73539,2.68352,2.63062,2.57664,2.52151,2.46515,2.40748,2.34839,2.28778,2.22552,2.16148,2.0955,2.02737,1.95688,1.88378,1.80773,1.72836,1.64519,1.55762,1.46487,1.36591,1.25928,1.1429,1.0135,0.865489,0.687669,0.450409,0.107425,0.000709415,7.65809e-11,8.06107e-33,1.12616e-101,2.15082e-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.375,3.33308,3.29063,3.24762,3.20404,3.15985,3.11504,3.06958,3.02344,2.97658,2.92897,2.88058,2.83136,2.78127,2.73027,2.67829,2.62529,2.5712,2.51595,2.45947,2.40165,2.34242,2.28165,2.21923,2.155,2.08881,2.02046,1.94973,1.87634,1.79999,1.72026,1.63669,1.54864,1.45533,1.35568,1.24819,1.1307,0.999762,0.849429,0.667475,0.419683,0.0818352,0.000289421,4.50815e-12,1.08355e-36,8.56338e-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.41229,3.37084,3.32887,3.28636,3.2433,3.19965,3.15541,3.11054,3.06501,3.01879,2.97186,2.92418,2.87571,2.8264,2.77623,2.72513,2.67306,2.61995,2.56575,2.51038,2.45377,2.39582,2.33644,2.27551,2.21292,2.1485,2.08211,2.01353,1.94255,1.86888,1.79221,1.71213,1.62814,1.53961,1.44573,1.34537,1.23701,1.11837,0.985844,0.833099,0.646771,0.387037,0.0601615,0.000105878,1.88011e-13,4.95513e-41,2.18796e-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.44918,3.40818,3.36667,3.32465,3.28209,3.23897,3.19527,3.15096,3.10602,3.06043,3.01414,2.96714,2.91938,2.87083,2.82144,2.77117,2.71998,2.66781,2.6146,2.56028,2.5048,2.44805,2.38997,2.33044,2.26935,2.20659,2.14198,2.07538,2.00658,1.93534,1.86139,1.7844,1.70396,1.61955,1.53053,1.43605,1.33498,1.22572,1.1059,0.971733,0.81648,0.625543,0.352583,0.0424841,3.42427e-05,5.3103e-15,6.71977e-46,1.22405e-142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.48569,3.44511,3.40406,3.3625,3.32042,3.27781,3.23463,3.19087,3.14651,3.10151,3.05584,3.00949,2.96241,2.91457,2.86594,2.81647,2.76611,2.71483,2.66255,2.60924,2.55481,2.4992,2.44233,2.3841,2.32443,2.26318,2.20024,2.13544,2.06863,1.9996,1.92811,1.85387,1.77656,1.69574,1.61091,1.52139,1.42632,1.32451,1.21433,1.09328,0.957414,0.799539,0.60374,0.316638,0.0286704,9.63826e-06,9.67224e-17,2.32873e-51,9.47393e-160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.52181,3.48165,3.44103,3.39993,3.35832,3.31619,3.27352,3.23029,3.18647,3.14204,3.09698,3.05125,3.00483,2.95767,2.90976,2.86104,2.81149,2.76104,2.70966,2.65729,2.60386,2.54932,2.49359,2.43659,2.37822,2.3184,2.25699,2.19387,2.12888,2.06186,1.9926,1.92084,1.84632,1.76868,1.68749,1.60223,1.5122,1.41651,1.31396,1.20282,1.08052,0.942872,0.782236,0.581267,0.279734,0.0183888,2.32138e-06,1.07839e-18,1.75932e-57,6.22168e-179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.55756,3.51782,3.47762,3.43695,3.3958,3.35414,3.31196,3.26924,3.22595,3.18207,3.13758,3.09245,3.04665,3.00016,2.95293,2.90494,2.85614,2.8065,2.75596,2.70448,2.65201,2.59848,2.54382,2.48797,2.43083,2.37233,2.31235,2.25078,2.18748,2.1223,2.05507,1.98557,1.91355,1.83874,1.76077,1.6792,1.59349,1.50295,1.40664,1.30332,1.1912,1.06759,0.928091,0.764525,0.557971,0.242605,0.0111449,4.69886e-07,6.96421e-21,2.44315e-64,2.04403e-200,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.59296,3.55361,3.51383,3.47358,3.43287,3.39166,3.34995,3.30772,3.26494,3.22159,3.17766,3.1331,3.08791,3.04204,2.99548,2.94818,2.90011,2.85123,2.8015,2.75087,2.6993,2.64672,2.59308,2.53831,2.48233,2.42507,2.36642,2.30629,2.24455,2.18108,2.1157,2.04825,1.97851,1.90624,1.83113,1.75282,1.67087,1.58471,1.49364,1.3967,1.2926,1.17947,1.05451,0.91306,0.746361,0.533655,0.206119,0.00634396,7.84022e-08,2.45387e-23,5.16771e-72,1.86352e-224,0,0,0,0,0,0,0,0,0,0,0,0,-0
3.62802,3.58905,3.54966,3.50983,3.46954,3.42878,3.38752,3.34576,3.30348,3.26064,3.21724,3.17324,3.12862,3.08336,3.03743,2.99079,2.94342,2.89527,2.84631,2.79649,2.74577,2.6941,2.64142,2.58767,2.53278,2.47668,2.41929,2.3605,2.30021,2.23831,2.17465,2.10908,2.04141,1.97143,1.89889,1.82348,1.74483,1.66249,1.57588,1.48428,1.38669,1.28178,1.16763,1.04127,0.897774,0.72771,0.508087,0.171177,0.00336927,1.05542e-08,4.41155e-26,1.34356e-80,2.38961e-251,0,0,0,0,0,0,0,0,0,0,0,-0
3.66273,3.62414,3.58514,3.5457,3.50583,3.46549,3.42468,3.38338,3.34157,3.29923,3.25633,3.21287,3.16881,3.12414,3.07881,3.03281,2.9861,2.93865,2.89042,2.84138,2.79147,2.74066,2.68889,2.63611,2.58225,2.52725,2.47102,2.41349,2.35456,2.29412,2.23205,2.16821,2.10244,2.03455,1.96433,1.89152,1.8158,1.73681,1.65407,1.567,1.47485,1.37661,1.27088,1.15566,1.02786,0.88223,0.70855,0.481025,0.138622,0.00165708,1.11828e-09,3.74381e-29,3.34041e-90,1.93937e-281,0,0,0,0,0,0,0,0,0,0,-0
3.69713,3.6589,3.62027,3.58122,3.54174,3.50182,3.46144,3.42058,3.37923,3.33736,3.29497,3.25202,3.2085,3.16439,3.11964,3.07425,3.02818,2.9814,2.93388,2.88557,2.83644,2.78645,2.73555,2.68368,2.63079,2.57682,2.5217,2.46535,2.40768,2.34861,2.28801,2.22577,2.16175,2.09577,2.02767,1.9572,1.88411,1.80809,1.72875,1.64561,1.55807,1.46537,1.36645,1.25988,1.14358,1.01429,0.866429,0.688875,0.452251,0.109156,0.000748094,9.05838e-11,1.3685e-32,5.90939e-101,3.90312e-315,0,0,0,0,0,0,0,0,0,-0
3.7312,3.69333,3.65506,3.61639,3.5773,3.53778,3.49781,3.45738,3.41647,3.37507,3.33316,3.29071,3.24771,3.20413,3.15995,3.11514,3.06969,3.02355,2.9767,2.92909,2.88071,2.8315,2.78142,2.73042,2.67845,2.62546,2.57138,2.51614,2.45966,2.40186,2.34264,2.28189,2.21948,2.15527,2.08909,2.02076,1.95004,1.87668,1.80034,1.72065,1.6371,1.54909,1.45582,1.35622,1.24879,1.13137,1.00054,0.850368,0.668689,0.421606,0.0832968,0.000306776,5.41991e-12,1.93556e-36,5.27606e-113,0,0,0,0,0,0,0,0,0,-0
3.76497,3.72744,3.68952,3.65122,3.6125,3.57337,3.53381,3.49379,3.45332,3.41236,3.37091,3.32895,3.28644,3.24338,3.19975,3.15551,3.11064,3.06512,3.01891,2.97198,2.9243,2.87584,2.82654,2.77637,2.72528,2.67322,2.62012,2.56593,2.51057,2.45396,2.39603,2.33666,2.27574,2.21316,2.14876,2.08238,2.01382,1.94286,1.86922,1.79257,1.71251,1.62855,1.54006,1.44621,1.34591,1.2376,1.11904,0.986623,0.834037,0.647993,0.389036,0.0613524,0.000112872,2.30174e-13,9.36711e-41,1.61147e-126,0,0,0,0,0,0,0,0,-0
