0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01064e-37,2.39963e-16,1.04686e-10,4.48262e-08,1.49597e-06,1.47326e-05,7.36493e-05,0.000242984,0.000610078,0.00126789,0.00229922,0.00376699,0.0057108,0.00814782,0.0110761,0.0144789,0.0183285,0.0225903,0.0272254,0.0321932,0.0374527,0.0429643,0.0486901,0.0545945,0.0606448,0.0668108,0.0730651,0.0793833,0.0857432,0.092125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25266e-35,5.99907e-15,2.61721e-09,1.14578e-06,4.83434e-05,0.000808189,0.0085687,0.0708352,0.50703,3.32526,20.6223,123.163,716.186,4082.92,22924.8,127175,698631,3.80693e+06,2.06036e+07,1.10862e+08,5.93534e+08,3.16378e+09,1.67995e+10,8.89002e+10,4.69015e+11,2.46765e+12,1.29511e+13,6.78196e+13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13165e-34,1.49977e-13,6.54318e-08,2.92726e-05,0.00148822,0.0338728,0.507707,5.91625,58.4458,514.684,4168.5,31694.1,229422,1.5969e+06,1.07665e+07,7.06965e+07,4.5402e+08,2.8611e+09,1.77382e+10,1.08424e+11,6.54535e+11,3.90802e+12,2.31058e+13,1.35415e+14,7.87358e+14,4.5453e+15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82912e-33,3.74942e-12,1.63583e-06,0.00074752,0.0443472,1.25675,23.8143,349.587,4303,46578.9,457338,4.16009e+06,3.55902e+07,2.8956e+08,2.25927e+09,1.7015e+10,1.24323e+11,8.84911e+11,6.15634e+12,4.19767e+13,2.81155e+14,1.8534e+15,1.20443e+16,7.72665e+16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95728e-31,9.37354e-11,4.08967e-05,0.0190806,1.29099,43.4089,984.648,17264,252127,3.21146e+06,3.67834e+07,3.87023e+08,3.79926e+09,3.52043e+10,3.10683e+11,2.62979e+12,2.14711e+13,1.69862e+14,1.30703e+15,9.81248e+15,7.20643e+16,5.18897e+17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8932e-30,2.34339e-09,0.00102244,0.48683,36.9267,1429.43,37554.5,761607,1.28087e+07,1.8683e+08,2.4358e+09,2.89982e+10,3.20235e+11,3.3199e+12,3.26119e+13,3.05795e+14,2.75344e+15,2.3924e+16,2.01403e+17,1.64834e+18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2233e-28,5.85847e-08,0.0255615,12.4161,1041.82,45474.8,1.35331e+06,3.10623e+07,5.8943e+08,9.66116e+09,1.40915e+11,1.86841e+12,2.28795e+13,2.61909e+14,2.82952e+15,2.90696e+16,2.85768e+17,2.70182e+18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05825e-27,1.46462e-06,0.639053,316.538,29070.8,1.40926e+06,4.67448e+07,1.19529e+09,2.52107e+10,4.57891e+11,7.3755e+12,1.07619e+14,1.44524e+15,1.80828e+16,2.12839e+17,2.37502e+18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64562e-26,3.66154e-05,15.9767,8066.84,803875,4.27781e+07,1.56224e+09,4.39691e+10,1.019e+12,2.02871e+13,3.5723e+14,5.68229e+15,8.29544e+16,1.12521e+18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91141e-24,0.000915385,399.425,205505,2.20613e+07,1.2769e+09,5.08465e+10,1.56019e+12,3.93675e+13,8.51702e+14,1.62617e+16,2.7983e+17
